RBD;NOMBRE;DEPENDENCIA;DIRECCIÓN;REGION;COMUNA;DIRECTOR/A;E- MAIL DIRECTOR/A;TELEFONO;E- MAIL ESTABLECIMIENTO ;Discapacidad Auditiva;Discapacidad Intelectual;Discapacidad Visual; Trastornos Específicos del Lenguaje; Transtornos Motores; Autismo; Discapacidad Graves Alteraciones en la Capacidad de Relación y Comunicación; Discapacidad Múltiple; Sordoceguera
5598;ESCUELA ESPECIAL NIELOL;Municipal Daem;BALMACEDA 325;9;TEMUCO;MARÍA TRINIDAD KARLA BAÑOS DUBREUIL;ESPECIALNIELOL@TEMUCO.CL;45-2212172;ESPECIALNIELOL@TEMUCO.CL;;ü;;;;;;;
5677;ESC. ESP.RETARDO MENTAL LAS ARAUCARIAS;Particular Subvencionado;SAN MARTIN 0439 S/N;9;TEMUCO;YANNADETH BELÉN PONTIGO MELO;BELEN.PONTIGO@COANIL.CL;45-2242154;BELEN.PONTIGO@COANIL.CL;;ü;;;;;;;
6091;ESC.ESP.RET.MENTAL BEATO LUIS ORIONE;Municipal Daem;FRANCISCO BILBAO N° 1220 S/N;9;VILLARRICA;JANETT VERÓNICA MARCOS MANZUR;JANETMARCOS.MA@GMAIL.COM;45-412450;JANETMARCOS.MA@GMAIL.COM;;ü;;;;;;;
6167;ESC. ESP.RET.MENTAL PAUL HARRIS;Municipal Daem;AVDA. SCHLEYER 30;9;FREIRE;SELMA BÁRBARA CÁRCAMO NEIRA;SELMA.EDUC.DIFERENCIAL@GMAIL.COM;45-2759635;PAULHA.2010@GMAIL.COM;;ü;;;;;;;
6308;CENTRO EDUCACIONAL DE DESARROLLO INTEGRAL WE NEPEN;Municipal Daem;AVENIDA  BRASIL 478;9;LONCOCHE;VALESKA ANALIA CAULLÁN VERA;VCAULLANV@GMAIL.COM;45-2744666;BALTYMULLER@GMAIL.COM;;ü;;;;;;;
6590;ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS;Municipal Daem;GOROSTIAGA 235 S/N;9;NUEVA IMPERIAL;PAMELA LISBETH QUILAQUEO VALLEJOS;PAMELA.QUILAQUEO@EDUCACIONPUBLICA.CL;45-613412;AVANCEMOSJUNTOS@NUEVAIMPERIAL.CL;;ü;;;;;ü;;
6768;ESCUELA DIFERENCIAL ANN SULLIVAN;Municipal Daem;PASAJE 6 1179 1179;14;VALDIVIA;CARMEN GLORIA SAN MARTÍN RIVERA;CITTA03@HOTMAIL.COM;63-2213714;EANNSULLI@GMAIL.COM;;;ü;;;;;;
6786;ESCUELA ESPECIAL WALTER SCHMIDT ROESTEL;Municipal Daem;JOSE MU?OZ HERMOSILLA S/N S/N;14;VALDIVIA;MARÍA VERÓNICA GONZÁLEZ AGUILERA;ONYGONZALEZ1@GMAIL.COM;63-214372;ESCUELAWALTERSCHMIDT@GMAIL.COM;;ü;;;ü;ü;;;
7132;ESC.DIFERENC.VILLA SAN JOSE DE LA UNION;Municipal Daem;MANUEL RODRIGUEZ 958;14;LA UNIÓN;VÍCTOR ORLANDO NAVARRETE ROJAS;VICTORNAVARRETE52@HOTMAIL.COM;64-2322492;ESCUELADIFERENCIAL@GMAIL.COM;;ü;;;;;;;
7353;ESCUELA ESPECIAL `ANA AICHELE CARRASCO`;Municipal Daem;EL ALBA S/N S/N;10;OSORNO;DANIELA ANDREA BARRIENTOS PINUER;DIRECCION.ANAAICHELE@GMAIL.COM;64-234067;ESCUELAESPECIAL@IMO.CL;;ü;;;;;;;
7386;ESCUELA PARTICULAR N.136 `JEAN PIAGET`;Particular Subvencionado;ANTOFAGASTA 562;10;OSORNO;MIRIAM AGRIELA NAVARRETE MOLINA;AGRIELA@GMAIL.COM;64-2233007;JEANPIAGET30@GMAIL.COM;;ü;;;;;;;
7645;ESCUELA DIFERENCIAL `LOS EUCALIPTOS`;Municipal Daem;EUCALIPTUS S/N POBLACION LA COLINA S/N;10;PUERTO MONTT;MYRTHA MÓNICA PAZ GONZÁLEZ;MIPAZGONZALEZ@HOTMAIL.COM;65-484522;EDEUCALI@HOTMAIL.COM;;ü;;;;;;ü;
7719;ESCUELA ESPECIAL N.280 `C.T.I. LOS NOTROS`;Particular Subvencionado;LOS CARRERA 723;10;OSORNO;KARLA LORETO MUÑOZ MADRID;KARLA.MUNOZ@COANIL.CL;64-2311489;UELOSNOTROS@COANIL.CL;;ü;;;;ü;;;
8041;ESCUELA DIFERENCIAL `ANTU- KAU`;Municipal Corporación;PABLO NERUDA 802;10;CASTRO;RAÚL EDUARDO CATALÁN TREIMÚN;CATALAN.RAUL@GMAIL.COM;65-636927;RCATALAN@CORPOCAS.CL;;ü;;;;;;;
8107;ESCUELA DIFERENCIAL `SAN CARLOS DE ANCUD`;Municipal Corporación;ALMIRANTE LATORRE 580;10;ANCUD;YULY DEL CARMEN REYES VALLE;ESCUELA_SANCARLOS@HOTMAIL.COM;65-2622231;ESCUELA_SANCARLOS@HOTMAIL.COM;;ü;;;;;;ü;
8348;ESCUELA BAQUEDANO;Municipal Daem;AV. BAQUEDANO 1427;11;COYHAIQUE;ERIC HERMES GALLEGUILLOS ROBLES;ERICGR1959@HOTMAIL.COM;67-2675014;ESBAQUEDANO@GMAIL.COM;;;;ü;;;;;
8351;ESCUELA DIFERENCIAL ESPANA;Municipal Daem;LOS MANIOS 475;11;COYHAIQUE;MACIEL CECILIA ACUÑA JEREZ;MACIELACUNA@DEMCOYHAIQUE.CL;67-2675020;ESCUELAESPANACOYHAIQUE@GMAIL.COM;;ü;;;;;;;
8374;ESCUELA DESPERTAR;Municipal Daem;LUIS BUSTOS   - RIBERA SUR 246;11;AYSÉN;CLAUDIA PAZ RETAMAL BRUNA;ESCUELADIFERENCIAL@PUERTOAYSEN.CL;06-2336610;ESCUELADIFERENCIAL@PUERTOAYSEN.CL;;ü;;;;;;;
8416;ESC. DIF. NICOLAS MLADINIC DOBRONIC;Municipal Corporación;OHIGGINS 338;12;NATALES;MARÍA PAZ MONREAL BRAUNING;PAZMONREAL@GMAIL.COM;61-2411322;ESCUELANMLADINIC@CORMUNAT.CL;;ü;;;;;;;
8443;ESCUELA ESPECIAL ROTARIO PAUL HARRIS;Municipal Corporación;ANGAMOS 1321 S/N;12;PUNTA ARENAS;ELIZABETH GRISELDA ULLOA SAAVEDRA;ELIZAGRISEL@HOTMAIL.COM;61-613493;DIRECCION.EPHARRIS@CORMUPA.CL;;ü;;ü;;;;;
8585;ESC. CENTRO DE CAPACITACION LABORAL SANTIAGO;Municipal Daem;GAY 1898;13;SANTIAGO;VERÓNICA ALEJANDRA GONZÁLEZ NEGRETE;ANDREA_DIF@HOTMAIL.COM;02-6988898;D84.CCL@GMAIL.COM;;ü;;;;;;;
8586;ESCUELA DIFERENCIAL JUAN SANDOVAL C;Municipal Daem;LORD COCHRANE 1819;13;SANTIAGO;MARÍA MAGDALENA ÁVALOS ROJAS;MARIA.AVALOS.ROJAS@GMAIL.COM;02-25567488;E.JSANDOVALC@MUNISTGO.CL;;ü;;;;;;;
8720;ESCUELA PARTICULAR ESPECIAL ALOA;Particular Subvencionado;TENIENTE PONCE 1639;13;CONCHALÍ;BERTHA ARLETHE PARRA ORREGO;BHAPO13_1@HOTMAIL.COM;02-7369304;BHAPO13_1@HOTMAIL.COM;;ü;;ü;;;;;
8721;ESCUELA PARTICULAR ESPECIAL CEDIN;Particular Subvencionado;JOSE TORIBIO MEDINA  N°31-33 SANTIAGO S/N;13;SANTIAGO;ALADINA DEL ROSARIO COLLAO ROBLES;ALADINA.COLLAO@CEDINSANTIAGO.CL;02-3640379;ESCUELACEDIN@YAHOO.ES;;ü;;ü;;;;;
8725;ESCUELA PARTICULAR ESPECIAL STA.JULIANA;Particular Subvencionado;AVDA.MEXICO 1089 S/N;13;RECOLETA;MARCIA CAROLINA DEL CAMPO CASTRO;CAROLINA.DELCAMPO@EESJ.CL;02-26213834;STAJULIANA973@YAHOO.ES;;ü;;;;;;;
8832;ESC. DE EDUC. DIFERENCIAL PAUL HARRIS;Municipal Corporación;AVENIDA CRISTOBAL COLON 9188;13;LAS CONDES;VIVIANA PATRICIA ROMERO VERA;VROMERO@CORPLASCONDES.CL;02-27207350;COLEGIOPAULHARRIS@CORPLASCONDES.CL;;ü;;;;;;;
8837;ESCUELA DIFERENCIAL F N°254 MADRE TIERRA LO BARNECHEA;Municipal Daem;AV. LO BARNECHEA 1648;13;LO BARNECHEA;DAYANY ANDREA SAN MARTÍN GONZÁLEZ;DSANMARTIN@LOBARNECHEA.CL;02-2166120;DIFERECIALMADRETIERRA@LOBARNECHEA.CL;;ü;;;;ü;;;
8934;ESCUELA ABELARDO ITURRIAGA JAMETT;Municipal Corporación;VALENZUELA CASTILLO 1793 S/N;13;PROVIDENCIA;LUCÍA ROSA MARÍA PARRA CASTILLO;LPARRA@COLEGIOABELARDOITURRIAGA.CL;2-32036753;MBUNSTER@COLEGIOABELARDOITURRIAGA.CL;;;;ü;;;;;
8936;ESCUELA BASICA Y ESPECIAL MC-KAY;Particular Subvencionado;FRANCISCO SAAVEDRA 1975 S/N;13;CURACAVÍ;FLORENCIA MARCELA MENDOZA SILVA;SHUBISHINA3@HOTMAIL.COM;02-28363256;ESC1151@GMAIL.COM;;ü;;ü;;;;;
9010;ESCUELA D-231 ESPECIAL DE DESARROLLO;Municipal Corporación;AV. LARRAIN 6374 S/N;13;LA REINA;PATRICIA SOLEDAD CONTRERAS MELO;PCONTRERAS@CORP-LAREINA.CL;02-25201304;PCONTRERAS@CORP-LAREINA.CL;;ü;;;;;ü;;
9026;ESCUELA ESPECIAL CTI.LOS COPIHUES   N.3;Particular Subvencionado;ALCALDE PEDRO ALARCON 607;13;SAN JOAQUÍN;DANGELA YANINE MEDRANO DE LA FUENTE;DANGELA.MEDRANO@COANIL.CL;2-5121900;UELOSCOPIHUES@COANIL.CL;;ü;;;;;;;
9083;ESCUELA DIFERENCIAL MUNICIPAL AMAPOLAS;Municipal Corporación;AMAPOLAS 4899 S/N;13;ÑUÑOA;BERNARDITA FONTECILLA GALLARDO;BERNARDITA.FONTECILLA@CMDSNUNOA.CL;02-23793138;COLEGIOAMAPOLAS@GMAIL.COM;;;;;ü;;;;
9086;ESCUELA AURORA DE CHILE;Municipal Corporación;AVDA. SUECIA 2799;13;ÑUÑOA;CLAUDIA PAZ URIBE JORQUERA;CLAUDIA.URIBE@CMDSNUNOA.CL;02-24816416;COLEGIO.AURORA@GMAIL.COM;;ü;;;;;;;
9128;ESCUELA DE ED.DIFERENCIAL HELLEN KELLER;Municipal Corporación;ROSITA RENARD 1179;13;ÑUÑOA;LORENA VIVIANA SIQUES SAMBUCETI;LORENAS@CHK.CL;2-24816410;INFO@CHK.CL;;;ü;;;;;;
9137;ESCUELA PARTICULAR ESPECIAL CEINTRALE;Particular Subvencionado;BROWN SUR 344;13;ÑUÑOA;LAURA DE LAS MERCEDES CANCINO MONTERO;CEINTRALE@GMAIL.COM;32-28465322;CEINTRALE@GMAIL.COM;;;;ü;;;;;
9153;CENTRO DE CAPACITACIÓN LABORAL PARA DEFICIENTES MENTALES;Particular Subvencionado;JULIO PRADO 1761;13;ÑUÑOA;MARIELA ANGÉLICA MORA MORALES;MMORA@COANIL.CL;02-2045163;CCLCASTANOS@COANIL.CL;;ü;;;;;ü;;
9183;ESC.PARA SORDOS DR. OTTE GABLER;Particular Subvencionado;SAN IGNACIO 1468 1468;13;SAN JOAQUÍN;JUAN LUIS GUSTAVO MARÍN CLARO;JUAN.LUIS.MARIN.CLARO@GMAIL.COM;02-25561263;VDELAPAZ@INSTITUTODELASORDERA.CL;ü;;;;;;;;
9189;TALLER DIFER.DOCTOR ALFONSO ASENJO G.;Particular Subvencionado;INES PALMA 263;13;ÑUÑOA;MARÍA ANGÉLICA ÁLVAREZ CRUZ;MARIA.ALVAREZ@LICHE.CL;02-22040203;MARIAELENA.MOYA@LICHE.CL;;ü;;;;;;;
9204;ESCUELA PARTICULAR ESPECIAL PENALOLEN;Particular Subvencionado;AV.EL PARQUE 1284;13;PEÑALOLÉN;PAMELA DE JESÚS GONZÁLEZ VELASCO;PAMELITAVELASCO@HOTMAIL.COM;02-2794796;PAMELITAVELASCO@HOTMAIL.COM;;ü;;ü;;;;;
9212;ESCUELA PARTICULAR INST.P.DE VALDIVIA;Particular Subvencionado;EL LIBANO 2863 10109;13;MACUL;ANA MARÍA MOZÓ JUL;AMOZOJUL@HOTMAIL.COM;02-22714850;AMOZOJUL@HOTMAIL.COM;;ü;;;;;;;
9240;ESCUELA ESPECIAL N°649 MIGUEL ARCANGEL;Particular  no Subvencionado;MANUEL COVARRUBIAS 3782;13;ÑUÑOA;MARÍA JOSEFINA LOIS SILVA;MJLOIS@KOTEPA.CL;02-2230556;COLEGIOMIGUELARCANGEL@GMAIL.COM;;ü;;;;;;;
9348;ESCUELA PARTICULAR ESPECIAL NUEVO RUMBO;Particular Subvencionado;ROJAS MAGALLANES 490;13;LA FLORIDA;ELIZABETH GARRIDO SAN MARTÍN;EGARRIDO.NVORUMBO@GMAIL.COM;02-2813648;NVORUMBO@CTCINTERNET.CL;;ü;;;;;;;
9376;ESCUELA ESPECIAL INST.VICUNA MACKENNA;Particular Subvencionado;SAN PEDRO 38;13;LA FLORIDA;CAROLINA ISABEL ARAYA CARRASCO;CAKOYA2@GMAIL.COM;02-32669832;INSVIMA@GMAIL.COM;;ü;;;;;;;
9430;CENTRO EDUC. PROVINCIA DE ÑUBLE;Municipal Corporación;AVDA. SILVA 528;13;SAN JOAQUÍN;SILVIA DE LA LUZ MANCILLA ACEVEDO;SMANCILLA90@HOTMAIL.COM;2-25962288;LICEO460@GMAIL.COM;;;;ü;;;;;
9444;ESCUELA ESPECIAL LOS CEDROS DEL LIBANO;Municipal Corporación;RICARDO MORALES 3370 S/N;13;SAN MIGUEL;XIMENA LORETO LÓPEZ DE MATURANA CUADRA;XLOPEZDEMATURANA@CORPORACIONSANMIGUEL.CL;2-27189365;CEDROS@CORPORACIONSANMIGUEL.CL;;ü;;;ü;;;;
9499;ESCUELA HOGAR DE CIEGOS SANTA LUCIA;Particular Subvencionado;FERNANDO RIOJA 730;13;LA CISTERNA;ELIANA CAROLINA MEDINA VÁSQUEZ;DOSORIO@FUNDACIONLUZ.CL;2-27076900;SECRETARIA@SANTALUCIA.CL;;;ü;;;;;;
9607;ESCUELA DIFERENCIAL SANTA TERESITA DE LOS AND;Municipal Daem;AVENIDA PADRE ESTEBAN GUMUCIO VIVES Nº 0323 S/N;13;LA GRANJA;ELIZABETH DEL CARMEN MUÑOZ NAVARRETE;ELIZABETH._5@HOTMAIL.COM;02-5254791;STANDES1@HOTMAIL.COM;;;;ü;;;;;
9626;ESCUELA BAS. REINA GUILLERMINA DE HOLANDA;Municipal Daem;CORONEL 8160;13;LA GRANJA;ELDA VANESSA YÁÑEZ FUENTES;ELDA.YANEZ@EDUCACIONPUBLICA.CL;2-22814499;REINAGUILLE546@YAHOO.ES;;ü;;;;;;;
9635;ESCUELA ESPECIAL PART. EDUCADORAS AGAZZI;Particular Subvencionado;MANUEL RODRIGUEZ 429;13;LA GRANJA;MARÍA INÉS GONZÁLEZ CONTRERAS;EDUCADORASAGAZZI@GMAIL.COM;02-5168108;EDUCADORASAGAZZI@GMAIL.COM;;ü;;;;;;;
9667;ESC.PART. ESPECIAL NUESTRO MUNDO;Particular Subvencionado;AMERICA DEL NORTE 2001 2001;13;SAN RAMÓN;MARIAM ELIZABETH RIQUELME CONTRERAS;MARIAMERC22@GMAIL.COM;2-5110934;ESPNM2001@YAHOO.COM;;ü;;;;;;;
9728;ESCUELA DIFERENCIAL PARA NINOS SORDOS;Municipal Daem;AVENIDA PADRE HURTADO 9839;13;EL BOSQUE;ANA DE LOURDES URIBE HUAIQUIÁN;ANAU_PROF@LIVE.CL;22-5582384;SULLIVAN_ELBOSQUE@YAHOO.ES;ü;;;;;;;;
9772;ESCUELA ESPECIAL NTA SENORA DE LAS PENAS;Particular Subvencionado;AVDA. LOS CERRILLOS 6140 S/N;13;PEDRO AGUIRRE CERDA;JOSÉ ALIRO CONTRERAS RUZ;PEPECONTRE@GMAIL.COM;02-5238389;ESCUELAESPECIAL310@GMAIL.COM;;ü;;ü;;;;;
9825;ESCUELA PARTICULAR ESPECIAL G.MISTRAL;Particular Subvencionado;ARTURO PRAT 39;13;LA CISTERNA;MARÍA DE LAS MERCEDES GARCÍA LOVERA;MAGALO47@HOTMAIL.COM;02-5583266;GMISTRAL192@YAHOO.COM;;ü;;;;;;;
9893;ESCUELA ESPECIAL ANDALUE;Municipal Corporación;SAN JOSE 860 S/N;13;MAIPÚ;ROSA ESTHER URBINA HUGEAT;ROSA.URBINA@CODEDUC.CL;02-5859234;ROSA.URBINA@CODEDUC.CL;;ü;;;;;;;
9902;ESCUELA PARTICULAR ESPECIAL DON ORIONE;Particular Subvencionado;AVENIDA DON ORIONE 7306 7306;13;CERRILLOS;PILAR CECILIA FLORES DÍAZ;PILAR.FLORES.V@HOTMAIL.COM;02-25395874;PILAR.FLORES.V@HOTMAIL.COM;;ü;;;;;;;
9963;COLEGIO PARTICULAR ESPECIAL JUAN XXIII;Particular Subvencionado;DR. VARGAS SALCEDO 1471 S/N;13;CERRILLOS;MARÍA CRISTINA LEÓN CASTILLO;ESCUELAJUAN23@GMAIL.COM;02-25382905;ESCUELAJUAN23@GMAIL.COM;;ü;;ü;;;;;
9968;ESCUELA ESPECIAL EDUCACIONAL AGAZZI;Particular Subvencionado;CHACABUCO 756 S/N;13;MAIPÚ;ANA MARÍA NÚÑEZ WOCHLK;ANAMARIANUNEZ@VTR.NET;02-32851958;ANAMARIANUNEZ@VTR.NET;;ü;;;;;;;
10056;ESCUELA DIFERENCIAL LOS LIRIOS;Particular Subvencionado;ELOY ROSALES 4695;13;QUINTA NORMAL;MARCELO DANIEL ÁGUILA MOLINA;UELOSLIRIOS@COANIL.CL;02-7745418;UELOSLIRIOS@COANIL.CL;;ü;;;;ü;;;
10127;ESC.DE EDUCACION DIFERENCIAL QUILLAHUE;Municipal Corporación;GENERAL BUENDIA 350;13;LO PRADO;JULIA LORETO RAMOS GUTIÉRREZ;JULIA.RAMOS@BARRANCAS.EDUPUB.CL;02-23620871;ESCUELAQUILLAHUE@GMAIL.COM;;ü;;;;ü;;;
10176;ESCUELA PARTICULAR ESPECIAL RENACER;Particular Subvencionado;AVENIDA PORTALES 5904 S/N;13;LO PRADO;PAULINA ALEJANDRA OVALLE URRA;PAULINA.OVALLE.U@GMAIL.COM;02-33462503;RENACER_934@YAHOO.COM;;ü;;;;;;;
10234;ESCUELA ESPECIAL PARTICULAR ESPERANZA;Particular Subvencionado;ERNESTO MOUAT 4181;13;RENCA;OMAR EDMUNDO QUIROZ RAMÍREZ;OMARQUIROZR@GMAIL.COM;02-26411948;ESPERANZARENCA@GMAIL.COM;;ü;;ü;;;;;
10293;ESCUELA ESP. HUMBERTO ARANDA IRRIBARREN;Municipal Corporación;PASAJE USPALLATA 1464;13;CONCHALÍ;MARIELA SOLEDAD CRUZ RAMÍREZ;MARIELA.CRUZ@CORESAM.CL;02-27362068;ESCUELAESPECIAL_E153@HOTMAIL.COM;;ü;;;;;;ü;
10309;ESCUELA EDUC.DIF. STA. TERESA DE AVILA;Municipal Daem;AV. EINSTEIN 784;13;RECOLETA;MARÍA EUGENIA PÉREZ CAMPOS;MPEREZ@RECOLETA.CL;02-9457058;ESCUELA_SANTATERESA@HOTMAIL.COM;;ü;;;;;;ü;
10353;ESCUELA ESPECIAL PARTICULAR LA PIRAMIDE;Particular Subvencionado;URANIO 512;13;RECOLETA;MÓNICA SOLEDAD HERNÁNDEZ FUENTES;MONICAHERNANDEZ.ABS@GMAIL.COM;23-2304810;LAPIRAMI@GMAIL.COM;;ü;;;;;;ü;
10362;ESCUELA PARTICULAR HNAS.AGAZZI;Particular Subvencionado;EL OLIVO 1752 1752;13;CONCHALÍ;MARGARITA ISABEL GONZÁLEZ ESPINOSA;MGE2016@GMAIL.COM;2-27286272;INFO@ESCUELASAGAZZI.CL;;ü;;;;;;;
10375;ESCUELA PARTICULAR RUTH;Particular Subvencionado;AVENIDA GENERAL GAMBINO 4613 S/N;13;CONCHALÍ;RUTH DORIS VILLALOBOS CORTÉS;ESCUELAGAMBINO@GMAIL.COM;02-6264675;ESCUELARUTH@GMAIL.COM;;;;ü;;;;;
10386;ESCUELA ESPECIAL BELLA ESPERANZA;Particular Subvencionado;JOSE FCO. VERGARA 179 S/N;13;QUILICURA;FERNANDO JULIO IGNACIO FERREIRA ÁLVAREZ;FERNANDOFERREIRAALVAREZ@GMAIL.COM;02-6271486;CORPORACIONBELLAESPERANZA2017@GMAAIL.COM;;ü;;;;;;;
10402;ESCUELA ESPECIAL ERNESTO SOTO NEGRETE;Municipal Corporación;SAN ALBERTO 112;13;COLINA;ANA ALICIA ROCO VIVANCO;AROCO@CORPORACIONCOLINA.CL;22-8602636;ESOTO.NEGRETE@GMAIL.COM;;ü;;;;;;;
10416;CENTRO DE TRATAMIENTO INTEGRAL LOS LAURELES;Particular Subvencionado;MARCOS GOYCOLEA INTERIOR LAURELES ;13;COLINA;GINES ALFREDO PAVEZ ACUÑA;GPAVEZ@COANIL.CL;22-8443578;UELOSLAURELES@COANIL.CL;;;;;;;ü;;
10431;ESC. ESPECIAL PADRE LUIS GUANELLA;Particular Subvencionado;PANAMERICANA NORTE KILOMETRO 25 S/N S/N;13;LAMPA;XIMENA ADA DE SANTI ÁLVAREZ;XDSA@HOTMAIL.COM;02-27331788;LGUANEL@YAHOO.COM;;ü;;;;;;ü;
10460;CENTRO EDUCACIONAL NUEVA CREACION;Municipal Corporación;SARGENTO MENADIER 0275 S/N;13;PUENTE ALTO;MARÍA SOLEDAD ABARCA OLAVE;NUEVACREACION2009@GMAIL.COM;02-7975260;NUEVACREACION2009@GMAIL.COM;;ü;;;;;;;
10480;ESCUELA PIERRE VAYER;Particular Subvencionado;PEDRO LAGOS 0380 380;13;PUENTE ALTO;CAROLINA PATRICIA BRAVO CERDA;CARITO_BRAV@YAHOO.COM;02-8721475;COLEGIOPIERREVAYER@YAHOO.COM.AR;;ü;;;;;;;
10577;ESCUELA DE EDUCACION DIFERENCIAL;Municipal Daem;FREIRE N° 328 S/N;13;SAN BERNARDO;VERÓNICA SUSANA MERINO GUTIÉRREZ;EDIFERENCIAL@CORSABER.CL;22-7845360;EDIFERENCIAL@CORSABER.CL;;ü;;;;;;;
10623;ESCUELA DIFERENCIAL JUAN SANDOVAL;Particular Subvencionado;JOSE MIGUEL CARRERA 11928 11928;13;EL BOSQUE;SONIA DEL PILAR MORALES DROGUETT;SMDROGUETT@GMAIL.COM;2-25280555;ESJUSANCA@GMAIL.COM;;ü;;;;;;;
10655;ESCUELA ESPECIAL DEFIC MENTAL CAMPOSANO;Municipal Corporación;FRANCISCO JAVIER KRUGGER ALVARADO Nº 3721 LINDEROS 3721;13;BUIN;PAOLA ALEJANDRA JARA CORREA;ESCUELAESPECIAL72@GMAIL.COM;2-28216045;GLORIA.HAQUIN@CBUIN.CL;;ü;;;;;;;
10660;ESCUELA HOGAR REHABILITACION DON ORIONE;Particular Subvencionado;CAMINO PADRE HURTADO 0399 ALTO JAHUEL S/N;13;BUIN;MÓNICA AURORA IZQUIERDO YÁÑEZ;MMONIZQUIERDO@GMAIL.COM;02-22598265;ESCUELAHOGARDONORIONE@YAHOO.ES;;ü;;;;;;;
10661;CENTRO DE EDUC.ESPECIAL HNO.BERNARDO;Particular Subvencionado;LO SALINAS 446;13;BUIN;CATHERINE SOLEDAD SERRANO ULLOA;CATYSU@GMAIL.COM;02-28216652;C.E.HERMANOBERNARDO@GMAIL.COM;;ü;;;;;;;
10703;ESCUELA ESTRELLA DE BELEN;Municipal Corporación;BALMACEDA 613;13;TALAGANTE;PATRICIA ELIZABETH VERA VILLALOBOS;PVERA@CORPOTAL.CL;22-8153282;PVERA@CORPOTAL.CL;;ü;;;;;;;
10755;ESCUELA ESPECIAL NAZARETH;Municipal Daem;MALLOQUITO 1827 1827;13;PEÑAFLOR;OLGA ELSA JARA GUARDA;OLGA.JARA@PENAFLOREDUCA.CL;56-8123118;ESCUELAALEGRIADEVIVIR@GMAIL.COM;;ü;;;;;;;
10778;ESCUELA SAN MIGUEL;Municipal Corporación;CORREA 780;13;MELIPILLA;ELIZABETH NADIA ARCE RIQUELME;ELIZABETH.ARCE@MELIPILLAEDUCA.CL;-;ESCUELA.ESPECIAL@CORMUMEL.CL;;ü;;;;;;;
10839;ESCUELA BASICA G-N°734 LAS MERCEDES;Municipal Corporación;FUNDO LAS MERCEDES S/N S/N;13;MARÍA PINTO;HERMINIA DEL PILAR JELDRES GUZMÁN;DIRECTORAG734@CORPMPINTO.CL;02-28354220;ESCUELAG734@YAHOO.ES;;;;ü;;;;;
10884;ESC. EDUCACION ESPECIAL LOS IBISCOS;Particular Subvencionado;GONZALO CERDA 1350;15;ARICA;MARÍA ANGÉLICA ARRIAGADA ZORRILLA;MARRIAGADA@COANIL.CL;58-2222766;UELOSIBISCOS@COANIL.CL;;ü;;;;ü;;;
10889;CENTRO TRAT. INTEG. LOS TAMARUGOS;Particular Subvencionado;TADEO HAENKE 2215;1;IQUIQUE;MARÍA JOSÉ EGUILUZ CAMPOS;VIVIAN.CARVAJAL@COANIL.CL;57-225190;MEGUILUZ@COANIL.CL;;ü;;;;;ü;;
10913;CENTRO CAP.LAB. REINO DE BELGICA;Municipal Daem;PEDRO AGUIRRE CERDA 2223;15;ARICA;FÉLIX JUAN VÁSQUEZ QUIÑONES;FELIXJUANV@GMAIL.COM;58-2222616;FELIXJUANV@GMAIL.COM;;ü;;;;;;;
10956;ESCUELA DIFERENCIAL SANTA CECILIA;Particular Subvencionado;TALCA  1890/1876 S/N;2;CALAMA;CELINDA DEL CARMEN GALINDO HERRERA;ESCUELA.SANTACECILIA.CALAMA@GMAIL.COM;55-2824957;ESCUELA.SANTACECILIA.CALAMA@GMAIL.COM;;ü;;ü;;;;;
10974;ESCUELA EDUCACION DIFERENCIAL NUEVA LUZ;Particular Subvencionado;COQUIMBO 965;2;ANTOFAGASTA;GUILLERMO ALBERTO VILLARROEL VERGARA;GMOVILLARROEL@GMAIL.COM;55-2251296;CORPORACIONDELCIEGO@GMAIL.COM;;;ü;;;;;;
11178;CENTRO EDUCACIONAL CENINES;Particular Subvencionado;TOCORNAL 164 CERRO BARON S/N;5;VALPARAÍSO;SONIA ANGÉLICA ARAYA TAPIA;SONIA_ARAYA@COLEGIOCENINES.CL;32-2215001;CONTACTO@COLEGIOCENINES.CL;;ü;;;;;;;
11196;CTRO.REC.ATENC.DIVERS.CRAD PAUL PERCY HARRIS;Municipal Daem;POB.  NUEVA CABILDO.CALLE LOS OLIVOS 325;5;CABILDO;MARÍA DEL ROSARIO CORCOLL ARRESEIGOR;NICOLEYBASCU@GMAIL.COM;33-2761450;ROSARIOCORCOLL@GMAIL.COM;;ü;;;;;;;
11205;CENTRO EDUC.ESPECIAL ANN SULLIVAN;Particular Subvencionado;LUIS COUSINO 1935 1164;5;QUINTERO;SUSAN XIMENA LLANCOS ROLDÁN;SULLANCOSR@GMAIL.COM;32-2933901;COLEGIOANNSULLIVAN@GMAIL.COM;;ü;;;;;;;
11245;COL.EDUC. ESPECIAL DR. ALBERT SCHWEITZER;Municipal Daem;ROMA 125;6;REQUÍNOA;YASNA SILVIA DEL VALLE ORTIZ;CEDAS@DAEMREQUINOA.CL;72-2551953;CEDAS@DAEMREQUINOA.CL;;ü;;;;;;;
11318;ESCUELA DIFERENCIAL SANTA ADRIANA;Particular Subvencionado;ARTURO PRAT N°  528 528;7;PARRAL;MARÍA ANGÉLICA LEIVA OSORES;MANGELICAL74@GMAIL.COM;73-2462210;STA_ADRIANA@YAHOO.ES;;ü;;;;;;;
